id_wifi;provinsi;kota_kabupaten;kecamatan;nama_lokasi;alamat;longitude;latitude;tahun;;
316;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
317;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
318;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
319;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
320;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
321;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
322;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
323;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
324;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;107.614;-6.908;2017;;
325;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
326;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
327;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
328;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
329;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
330;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
331;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
332;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
333;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
334;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
335;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
336;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;0;0;2017;;
337;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
338;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
339;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
340;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
341;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
342;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
343;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
344;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
345;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
346;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
347;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
348;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;107.624;-69.086;2017;;
349;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
350;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
351;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
352;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
353;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
354;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
355;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
356;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
357;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
358;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
359;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
360;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;107.64;-68.934;2017;;
361;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
362;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
363;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
364;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
365;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
366;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
367;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
368;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
369;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
370;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
371;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
372;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;107.612;-69.155;2017;;
373;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
374;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
375;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
376;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
377;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
378;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
379;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
380;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
381;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
382;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
383;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
384;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;0;0;2017;;
385;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
386;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
387;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
388;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
389;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
390;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
391;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
392;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
393;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
394;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
395;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
396;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;107.662;-69.169;2017;;
397;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
398;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
399;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
400;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
401;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
402;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
403;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
404;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
405;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
406;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
407;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
408;JAWA BARAT;KOTA BANDUNG;KECAMATAN LENGKONG;KECAMATAN LENGKONG;JL TALAGA BODAS NO 35 BURANGRANG BANDUNG, TLP 022-7310219, MALABAR, LENGKONG, BANDUNG CITY, WEST JAVA 40262, INDONESIA;0;0;2017;;
409;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
410;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
411;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
412;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
413;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
414;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
415;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
416;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
417;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
418;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
419;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
420;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;0;0;2017;;
421;JAWA BARAT;KOTA BANDUNG;KECAMATAN BUAH BATU;MASJID AGUNG BUAH BATU;MASJID AGUNG MARGACINTA, JALAN MARGA CINTA, BATUNUNGGAL, WEST JAVA, 40287, INDONESIA;107.64;-69.545;2017;;
422;JAWA BARAT;KOTA BANDUNG;KECAMATAN BUAH BATU;MASJID AGUNG BUAH BATU;MASJID AGUNG MARGACINTA, JALAN MARGA CINTA, BATUNUNGGAL, WEST JAVA, 40287, INDONESIA;107.64;-69.545;2017;;
423;JAWA BARAT;KOTA BANDUNG;KECAMATAN BUAH BATU;MASJID AGUNG BUAH BATU;MASJID AGUNG MARGACINTA, JALAN MARGA CINTA, BATUNUNGGAL, WEST JAVA, 40287, INDONESIA;107.64;-69.545;2017;;
